cik,cusip6,cusip8
768608.0,892027,89202710
916619.0,87234G,87234G10
4611.0,024591,02459110
887921.0,761525,76152550
748856.0,882906,88290620
83194.0,754212,75421210
1009404.0,G90751,G9075110
882154.0,566323,56632310
743136.0,775371,77537110
1003383.0,594901,59490110
880121.0,570556,57055610
1011737.0,232860,23286010
33798.0,399215,39921510
818456.0,641106,64110610
48305.0,438506,43850610
870760.0,830139,83013910
937951.0,G05345,G0534510
920645.0,458100,45810010
818350.0,769727,76972710
860730.0,197677,19767710
926474.0,589783,58978310
817637.0,056044,05604410
930182.0,842233,84223310
883330.0,42233W,42233W10
74697.0,683829,68382910
1018833.0,73730W,73730W10
110985.0,224174,22417410
791449.0,426908,42690810
1032171.0,110515,11051510
856072.0,742807,74280710
730025.0,440406,44040610
55642.0,493503,49350310
859014.0,878351,87835110
947122.0,161225,16122510
29924.0,260561,26056120
319120.0,004527,00452710
767920.0,826485,82648510
43512.0,391442,39144210
352720.0,088891,08889110
939730.0,302131,30213110
1009652.0,594194,59419420
877355.0,521029,52102910
1013706.0,090063,09006310
925600.0,38268H,38268H10
20041.0,690768,69076840
833072.0,677334,677334
110641.0,571748,57174810
7649.0,043413,04341310
314864.0,292744,29274420
101880.0,226091,22609110
21175.0,126117,12611710
910723.0,145903,14590310
832768.0,617698,61769810
11814.0,086530,08653010
883498.0,580645,58064510
949297.0,00185e,00185e10
817632.0,819488,81948820
23055.0,204171,20417110
863456.0,663400,663400
40638.0,370064,37006410
1003481.0,002569,00256910
913007.0,103358,10335810
1923.0,103891,103891
105608.0,949765,94976510
810665.0,006516,00651610
948722.0,74045V,74045V10
49573.0,96647K,96647K10
807198.0,762426,76242660
874212.0,22284P,22284P10
898623.0,55272T,55272T20
931332.0,44040R,44040R10
884065.0,641238,64123810
354639.0,883217,88321710
821509.0,191893,19189310
717809.0,493482,49348210
925174.0,221010,22101010
792932.0,14066N,14066N10
758743.0,926555,92655510
771470.0,457472,45747210
797917.0,755103,75510310
350268.0,268992,26899290
944399.0,853386,85338610
728258.0,910365,91036510
1016277.0,637229,63722910
906346.0,978237,97823710
715073.0,948585,94858510
948073.0,228622,22862210
1000298.0,452922,45292210
789965.0,237413,23741320
756899.0,320656,32065610
874971.0,086063,08606310
861100.0,01859L,01859L10
887124.0,65440D,65440D10
856218.0,650000,650000
70539.0,637657,63765710
878932.0,294766,29476610
777538.0,861502,86150210
911935.0,395384,39538410
928156.0,155560,15556010
703701.0,957152,95715210
756775.0,32018N,32018N10
351116.0,356713,35671310
1001540.0,528932,52893210
925267.0,299212,29921210
865532.0,09057C,09057C10
19704.0,164541,16454120
799698.0,232828,23282830
350571.0,024456,02445610
709519.0,866810,86681010
3845.0,019037,01903710
846917.0,419411,41941110
811716.0,817338,81733810
6879.0,037735,03773584
909276.0,21922W,21922W10
913443.0,132990,13299091
1005387.0,759924,75992410
727162.0,388678,38867810
832428.0,811039,81103910
720577.0,867910,86791010
726451.0,879260,87926010
880431.0,584699,58469910
87086.0,805894,80589410
883720.0,151179,15117910
840467.0,075816,07581610
848448.0,23423G,23423G10
276747.0,770810,77081010
96638.0,007942,00794230
1017673.0,256100,256100
853266.0,619454,61945410
1019900.0,249726,24972610
921550.0,607524,60752410
910606.0,758939,75893910
900616.0,86724Q,86724Q10
800443.0,894857,89485710
831972.0,034642,03464210
840216.0,500434,50043410
946676.0,893855,89385510
64079.0,552673,55267310
1016718.0,591918,59191810
947718.0,89589P,89589P30
356799.0,191886,19188610
909832.0,74143W,74143W10
902818.0,296650,29665010
943895.0,197294,19729410
34151.0,302846,30284620
930599.0,68556E,68556E10
76958.0,705540,70554010
780127.0,090923,09092310
81050.0,744635,74463512
313368.0,000781,00078110
316750.0,285661,28566199
733775.0,228787,22878710
908158.0,37935V,37935V10
1012466.0,089893,08989310
93448.0,853836,85383610
793933.0,125165,12516510
882361.0,453219,45321910
65781.0,59517M,59517M10
916083.0,64927A,64927A10
928576.0,595620,59562020
25506.0,225224,22522410
931782.0,584050,58405010
815093.0,03462H,03462H10
1022820.0,000102,00010228
814577.0,023120,02312010
723534.0,058566,05856610
933435.0,124980,12498010
1003110.0,786680,78668010
846660.0,809340,80934010
1004981.0,632900,63290010
102420.0,917318,91731810
882098.0,266325,26632510
791594.0,862683,86268310
906520.0,02872R,02872R10
97726.0,883492,88349210
909963.0,007521,00752110
904816.0,741593,74159310
29646.0,257661,25766110
725151.0,564610,56461010
314340.0,814133,81413310
773468.0,126692,12669210
92521.0,845743,84574310
918390.0,196469,19646910
824578.0,456908,45690830
853706.0,645639,64563910
906391.0,126288,12628810
350070.0,629775,62977520
82788.0,758655,75865510
225852.0,823424,82342410
3133.0,032165,03216510
8868.0,054302,05430210
1000234.0,453565,45356510
727621.0,989845,98984510
719242.0,686857,68685710
922864.0,03718R,03718R10
932088.0,64120Q,64120Q10
804333.0,747565,74756510
913059.0,059591,05959110
921363.0,897332,89733210
763739.0,618447,61844710
66388.0,600551,60055110
792854.0,159057,15905710
352435.0,606711,60671110
869495.0,191201,19120104
892893.0,319741,31974110
949337.0,370737,37073710
38050.0,581557,58155710
845609.0,380701,38070110
34645.0,311667,31166710
886475.0,457635,45763510
891461.0,396781,39678120
922984.0,526875,52687510
1018525.0,983946,98394610
810021.0,919138,91913810
912734.0,61744M,61744M10
1001539.0,520001,52000108
709560.0,370485,37048510
939897.0,22226R,22226R10
1009873.0,606503,60650310
773657.0,172917,17291710
912728.0,514759,51475910
766177.0,146881,14688110
930667.0,345433,34543302
914475.0,006412,006412
734394.0,098586,09858610
878865.0,224206,22420610
30819.0,268039,26803910
94136.0,859281,85928110
930529.0,743663,74366330
1009302.0,440100,440100
927761.0,693286,69328610
803443.0,522113,52211310
785186.0,775371,77537110
1012369.0,257826,25782610
716251.0,904784,90478450
225648.0,236274,23627410
5818.0,029609,02960910
853733.0,41078W,41078W10
948590.0,705904,70590410
814549.0,247171,24717110
877929.0,034602,03460210
731241.0,236630,23663010
49588.0,44926L,44926L10
922978.0,894859,89485910
854663.0,74961H,74961H20
942899.0,455882,45588210
929900.0,926537,92653710
942124.0,001073,00107310
893906.0,14055J,14055J10
866048.0,527069,52706910
906934.0,864348,86434810
866722.0,388085,38808510
822084.0,45764D,45764D10
912153.0,107575,10757510
920941.0,757005,75700510
891103.0,827740,82774010
936130.0,749927,74992710
37715.0,343496,34349610
915509.0,114399,11439910
781890.0,001905,00190510
795445.0,002044,00204410
814586.0,531914,53191410
40542.0,612650,612650
919005.0,740445,74044510
736012.0,68382J,68382J10
79225.0,730026,73002620
912116.0,861907,86190710
754813.0,594915,59491510
1013785.0,380755,38075595
920615.0,83689P,83689P10
925908.0,407400,407400
100826.0,906548,90654810
101542.0,911596,91159610
899753.0,883376,88337620
201533.0,210615,21061570
32190.0,360906,36090620
812910.0,421928,42192810
316709.0,808513,808513
906522.0,29665F,29665F20
879534.0,693206,69320610
880584.0,459526,45952620
315293.0,243300,243300
939696.0,239902,23990295
354392.0,654885,65488510
919570.0,28148T,28148T10
847562.0,911646,91164610
797109.0,597500,597500
769879.0,756285,75628510
1005291.0,859205,85920510
1003521.0,541300,541300
1003929.0,917271,91727110
889842.0,848927,84892710
78150.0,718252,71825270
805914.0,754182,75418210
802896.0,269288,26928810
899426.0,943008,94300857
790966.0,727540,72754010
945699.0,699005,69900510
88188.0,811850,81185091
788509.0,652487,65248710
1026733.0,19699E,19699E22
816955.0,585332,58533210
1002040.0,34545P,34545P10
104669.0,934488,93448810
775298.0,299100,299100
746156.0,705501,70550110
914480.0,896925,89692510
55604.0,493422,49342210
803016.0,032101,03210110
1011836.0,843576,84357610
841074.0,19039M,19039M10
1023439.0,862700,86270010
891377.0,542073,54207310
820240.0,336906,33690610
913271.0,030151,03015110
832815.0,870903,87090310
897078.0,111626,11162610
914670.0,296507,29650710
1010744.0,79377R,79377R10
46195.0,059685,05968510
832922.0,262175,26217510
769409.0,37246N,37246N10
843964.0,422357,42235710
879102.0,385188,38518810
878612.0,45765T,45765T10
44764.0,404504,40450410
912243.0,814133,81413310
724024.0,288821,28882108
748213.0,62913L,62913L10
930239.0,959080,95908010
64907.0,587342,58734210
721773.0,285562,28556220
917678.0,667280,66728010
704503.0,292925,29292510
865531.0,290891,29089110
65745.0,023115,02311510
919646.0,59479P,59479P10
798122.0,98412Y,98412Y20
936130.0,749927,74992791
753081.0,753907,75390710
53281.0,866056,86605610
104060.0,947900,94790010
848551.0,566140,56614010
884319.0,268911,26891110
82329.0,755281,75528188
793604.0,458729,45872910
921767.0,14066R,14066R10
790160.0,986670,98667010
818155.0,933132,93313210
902571.0,556304,55630410
74928.0,686264,68626410
946140.0,345206,34520610
862928.0,833968,83396810
871981.0,45928D,45928D10
16741.0,270319,27031910
753081.0,007539,00753907
791905.0,600404,60040410
1008896.0,927198,92719810
1008116.0,59266R,59266R10
351940.0,871611,87161150
921744.0,699116,69911610
879969.0,854272,85427210
890326.0,902646,90264640
1021706.0,492716,49271610
1013595.0,783755,78375510
9659.0,826681,82668110
85608.0,576667,57666710
6814.0,20038K,20038K10
854859.0,257192,25719210
704874.0,605200,60520010
886167.0,449854,44985410
858877.0,17275R,17275R10
1016474.0,374270,37427010
1001879.0,51806C,51806C10
924639.0,638044,63804410
718576.0,253911,25391110
75594.0,695114,69511466
921756.0,63623G,63623G10
354655.0,976981,97698104
312840.0,292007,29200710
918111.0,46624E,46624E30
886171.0,91359L,91359L10
949244.0,02145P,02145P10
856573.0,657201,65720110
709136.0,384632,38463210
933981.0,790851,79085110
814500.0,501825,50182510
842718.0,894745,89474520
203200.0,591398,59139810
101320.0,902760,90276010
805330.0,46070J,46070J10
932021.0,45838C,45838C10
1001582.0,404177,40417710
1017157.0,371926,37192610
14029.0,107061,10706110
355883.0,33741E,33741E10
884506.0,45950M,45950M10
24454.0,940600,940600
70318.0,880336,88033610
37912.0,344775,34477520
753048.0,326833,32683302
72859.0,293561,29356180
83306.0,761004,76100410
829282.0,151409,15140910
899444.0,130551,13055110
847260.0,927731,92773110
809246.0,8938P1,8938P102
764205.0,559182,55918205
81112.0,745553,74555310
868075.0,803438,80343840
9534.0,577100,577100
850414.0,410243,41024310
1004314.0,912534,91253410
95304.0,866762,86676210
914034.0,03060Q,03060Q10
1011154.0,285722,28572210
891422.0,151004,15100410
6164.0,031897,03189710
912952.0,770292,77029210
934494.0,486112,48611210
710983.0,74726G,74726G10
1003640.0,001733,00173310
916835.0,039780,03978010
819692.0,160903,16090310
1012476.0,N33245,N3324510
63959.0,580432,58043210
934649.0,000885,00088510
859120.0,400000,400000
700612.0,042595,04259510
853273.0,099843,09984310
1017952.0,359894,35989410
100817.0,906072,90607210
44570.0,29364L,29364L86
713138.0,238015,23801510
1004530.0,62426E,62426E10
1032170.0,098561,09856120
722080.0,278751,27875110
866283.0,125175,12517510
4977.0,025870,02587010
889927.0,92656X,92656X10
55805.0,494474,49447410
916484.0,390516,39051610
317187.0,709051,70905167
793983.0,162510,16251010
922862.0,395733,39573310
1002517.0,92830V,92830V10
929547.0,69830P,69830P10
1006269.0,543880,54388090
1012775.0,349912,34991210
886033.0,22757K,22757K10
727672.0,84760E,84760E20
1016831.0,25614R,25614R10
946673.0,33620W,33620W10
808714.0,899039,89903910
893816.0,205265,20526510
931058.0,532776,53277610
1023362.0,705324,70532410
880594.0,926721,92672110
1012441.0,911319,91131910
1006361.0,584970,58497010
862371.0,12021X,12021X10
34046.0,302101,30210110
1005508.0,986073,98607310
921905.0,983941,98394110
943946.0,72663E,72663E10
26093.0,229890,22989010
828828.0,002067,00206710
108385.0,98141D,98141D10
37931.0,873197,87319710
739169.0,742918,74291830
80737.0,814141,81414110
919745.0,423504,42350410
764205.0,055918,05591820
912893.0,151895,15189510
909751.0,81662E,81662E30
54441.0,484170,48417010
1004961.0,541819,54181910
916822.0,436889,43688910
702408.0,636911,63691110
847385.0,228392,22839230
868822.0,13722D,13722D10
791963.0,302921,30292110
879501.0,406764,40676410
310876.0,032672,03267210
723889.0,595073,59507310
862668.0,457965,45796530
810589.0,034258,03425810
812075.0,914900,91490010
789660.0,699556,69955610
25305.0,224044,22404410
812301.0,353539,35353910
846609.0,682303,68230310
786557.0,536311,53631110
793520.0,221234,22123420
351696.0,697926,69792610
914444.0,P8797T,P8797T10
928950.0,161454,16145410
80966.0,693624,69362410
916604.0,714197,71419710
723612.0,00750D,00750D10
837339.0,576901,57690110
933589.0,693934,69393410
799146.0,85375C,85375C10
891920.0,594941,59494110
719721.0,590436,59043610
922288.0,346504,34650410
815553.0,74342C,74342C10
70998.0,640330,64033010
736291.0,204780,20478010
888507.0,740822,74082210
1005640.0,10625K,10625K10
778107.0,800296,80029610
86135.0,786484,78648410
818594.0,834449,83444910
881917.0,784585,78458510
932089.0,138906,13890630
69960.0,628850,62885010
312907.0,919260,91926010
911708.0,741570,74157030
925655.0,895930,89593010
1005008.0,097751,09775130
885508.0,302507,30250710
884042.0,290887,29088710
98559.0,889073,88907310
1263282.0,941022,94102210
914713.0,830137,83013720
1144284.0,584639,58463910
922621.0,29530P,29530P20
851726.0,054774,05477410
874689.0,45811K,45811K28
913275.0,83420X,83420X10
1077296.0,922931,92293110
1039160.0,007779,00777930
789868.0,025334,02533410
1012127.0,072728,07272810
62262.0,86562T,86562T10
1057693.0,63227w,63227w20
863456.0,981840,98184010
1035656.0,72940Q,72940Q10
1046212.0,68210T,68210T20
946738.0,32053S,32053S10
41077.0,943112,94311218
1304069.0,09738U,09738U10
1282858.0,19259W,19259W10
50710.0,46116Y,46116Y30
1287808.0,042689,04268910
1283843.0,98211W,98211W10
1230802.0,903447,90344710
875570.0,712714,71271430
1208038.0,95828P,95828P10
715779.0,242728,24272810
849448.0,68750U,68750U10
355356.0,453078,45307820
1297996.0,830137,83013720
1099217.0,23316W,23316W
1011601.0,005060,00506010
1200022.0,45890M,45890M10
1073293.0,891474,89147420
1172367.0,896874,89687410
1161924.0,00764L,00764L10
1277138.0,78412R,78412R10
1022671.0,943112,94311218
1307111.0,715455,71545510
891523.0,15641R,15641R10
1163345.0,70213F,70213F10
23197.0,943112,94311218
1236997.0,984137,98413710
1001838.0,943112,94311218
1270484.0,M6772H,M6772H10
935503.0,008363,00836310
1297968.0,132193,13219310
1053532.0,95751T,95751T20
1263074.0,736212,73621210
1163648.0,00509L,00509L10
8497.0,04621m,04621m10
909111.0,830137,83013720
33113.0,294092,29409210
1123313.0,501577,50157710
1042351.0,493300,493300
1091967.0,561721,56172110
857323.0,943112,94311218
1161647.0,78484Q,78484Q10
1111205.0,50075Q,50075Q10
1013595.0,78375P,78375P10
1298663.0,88101E,88101E20
1045632.0,879946,87994660
1042521.0,697938,69793820
1052054.0,30049r,30049r10
737468.0,940610,940610
67618.0,609524,60952410
1018281.0,048624,048624
1167419.0,045346,04534610
1075656.0,60741U,60741U10
1009829.0,943112,94311218
1040472.0,82935N,82935N10
1102706.0,449664,44966410
1116734.0,910900,91090020
1123606.0,81735E,81735E10
1017137.0,740925,74092510
1111205.0,50075Q,50075Q20
889992.0,68749B,68749B40
725897.0,172743,17274320
715031.0,437082,43708210
1096219.0,640475,64047550
1050807.0,40637D,40637D10
1098315.0,45771Y,45771Y10
904350.0,8953OU,8953OU10
1091158.0,947685,94768510
1292026.0,67606R,67606R10
1301713.0,85525T,85525T10
881791.0,91729Q,91729Q10
820757.0,001644,00164410
36405.0,92204A,92204A70
1014383.0,683401,68340120
851064.0,90169P,90169P10
789851.0,92847T,92847T10
1042905.0,42234A,42234A10
1129981.0,677007,67700750
1013785.0,380755,38075540
1141363.0,92554D,92554D30
887023.0,29256X,29256X10
1096187.0,18750F,18750F10
736822.0,452526,45252610
1109153.0,96974Y,96974Y10
1101873.0,Y8162B,Y8162B11
1019825.0,615579,61557930
1108699.0,91818T,91818T10
910619.0,943112,94311218
1297467.0,45972T,45972T
874212.0,23126W,23126W10
1238631.0,23126W,23126W10
1027162.0,780919,78091910
1123337.0,345531,34553107
918958.0,037347,03734720
1144284.0,584639,58463920
1063980.0,181457,18145710
785959.0,55307J,55307J10
1030997.0,M52523,M5252310
921450.0,00762C,00762C10
1052257.0,172570,17257010
802481.0,943112,94311218
1020825.0,60253L,60253L10
76954.0,158204,158204
1092619.0,748431,74843110
1299139.0,67461T,67461T10
891389.0,84761G,84761G10
896066.0,959531,95953110
1262001.0,306032,30603210
1083866.0,38115J,38115J10
846815.0,194830,19483020
909276.0,744663,74466310
1045450.0,037347,03734720
873538.0,68371P,68371P10
1100202.0,82488Q,82488Q10
713002.0,744663,74466310
746514.0,644206,64420610
718053.0,134422,13442260
1132686.0,975534,97553410
1191679.0,30253R,30253R10
1191679.0,748431,74843110
719722.0,141597,14159710
923603.0,830137,83013720
1315255.0,587586,58758610
1107809.0,448871,44887110
811669.0,943112,94311218
1128008.0,49915T,49915T10
1282980.0,670085,67008510
1089872.0,3268Q1,3268Q103
1207685.0,368911,36891110
1015483.0,26784f,26784f10
857005.0,943112,94311218
932372.0,744663,74466310
1040649.0,748718,74871810
814904.0,072533,07253310
99302.0,336086,336086
829608.0,74439H,74439H10
877090.0,G75300,G7530010
1297467.0,45972T,45972T10
27613.0,246312,24631207
1177439.0,335937,33593710
1099674.0,04301R,04301R40
1115512.0,584662,58466210
873185.0,307291,30729110
18540.0,152357,15235710
898802.0,687735,68773510
318304.0,152786,152786
2648.0,008117,00811710
710979.0,093679,09367910
1015920.0,64111K,64111K10
1109697.0,29256N,29256N10
15847.0,123720,12372010
1062231.0,749077,74907710
1002022.0,45767E,45767E10
1024302.0,457277,45727710
1016139.0,167141,16714107
949721.0,225268,22526810
704562.0,713661,71366110
1123274.0,053690,05369010
1034694.0,278578,278578
928876.0,891856,89185690
946713.0,72704X,72704X10
1024401.0,293561,29356188
1070985.0,220254,22025410
1071355.0,14915C,14915C
356591.0,159111,15911110
1000048.0,87869A,87869A10
1061377.0,019886,01988610
1047960.0,62473J,62473J10
1048435.0,876217,87621710
852164.0,13200N,13200N10
906525.0,591647,59164710
890449.0,845606,84560610
1015663.0,85285P,85285P10
1059556.0,26483E,26483E10
897432.0,453257,45325720
846930.0,23329J,23329J10
1018848.0,487256,48725610
1005967.0,403917,40391710
880354.0,74762K,74762K30
1053691.0,888307,88830710
1052196.0,262504,26250410
921563.0,032065,03206510
893486.0,156708,15670810
1047551.0,947619,94761910
1123596.0,055183,05518310
801555.0,68554V,68554V10
1081860.0,011757,01175710
1029263.0,448952,44895220
919045.0,68212J,68212J11
813779.0,40274P,40274P10
811156.0,208251,20825130
1045549.0,436598,43659810
878903.0,92848M,92848M10
1062423.0,80529K,80529K10
926505.0,397009,39700910
906420.0,065412,06541230
932290.0,886027,88602710
1035120.0,724963,72496310
1127508.0,018805,01880510
1004858.0,64352U,64352U10
68480.0,619823,61982310
1098332.0,027073,02707310
1128361.0,630801,63080110
738194.0,24873K,24873K20
849101.0,05336P,05336P10
23752.0,209759,20975910
859368.0,574690,57469030
1066806.0,208251,20825140
870228.0,87159E,87159E10
1043769.0,222814,22281420
1114674.0,45769V,45769V20
19252.0,159420,15942030
1041891.0,084102,08410210
896494.0,M678D1,M678D104
1098026.0,091736,09173610
1099425.0,45769H,45769H10
1046214.0,45815V,45815V20
794323.0,493876,49387610
920854.0,69554P,69554P10
852642.0,017476,01747610
1042806.0,62938H,62938H10
1025702.0,108190,10819010
836616.0,739909,73990910
929624.0,257867,25786710
1016965.0,743409,74340910
892493.0,293988,29398830
876279.0,98141A,98141A10
99982.0,636195,63619510
873860.0,67574M,67574M10
1034257.0,232968,23296810
63917.0,097023,09702310
853461.0,723462,72346210
1010064.0,846492,84649210
715842.0,958648,95864810
318024.0,234373,23437310
52935.0,459759,45975910
1024752.0,879788,87978810
795574.0,053650,05365010
896267.0,29409W,29409W10
1022408.0,55305V,55305V10
869886.0,7458B1,7458B104
1011154.0,513233,51323310
713094.0,410707,41070710
1022608.0,665796,665796
885263.0,608514,60851410
897547.0,494000,494000
1042488.0,64125E,64125E10
725260.0,773411,77341110
1019254.0,38740H,38740H10
1041382.0,05266E,05266E10
1029321.0,317936,31793610
1044010.0,892268,89226810
25191.0,44977L,44977L10
1039690.0,33994E,33994E10
54187.0,578473,57847310
88095.0,811371,81137160
1023388.0,350872,35087210
1004990.0,62886E,62886E10
839871.0,092260,09226030
357065.0,553991,55399114
86251.0,790654,79065410
1043873.0,339280,33928010
771642.0,161723,16172310
34151.0,302846,30284630
1028285.0,220406,22040610
51124.0,024490,02449010
896157.0,456658,45665810
863650.0,0088F1,0088F101
99830.0,G90751,G9075110
350067.0,909210,90921010
318852.0,628652,62865210
1029144.0,257692,25769210
1048911.0,31304N,31304N10
763567.0,760098,76009810
1023313.0,512867,512867
312340.0,785152,78515210
216324.0,452439,45243920
847468.0,94106P,94106P10
1054636.0,902956,90295630
716459.0,055763,05576310
898015.0,296658,29665810
101844.0,635449,63544910
926134.0,90336N,90336N20
887346.0,29444J,29444J50
911177.0,534700,534700
874215.0,383911,38391110
865457.0,881584,88158490
31575.0,280875,28087530
1047600.0,848935,84893520
96903.0,87924V,87924V88
907358.0,92267K,92267K10
1028637.0,989597,98959710
11544.0,844231,84423102
72423.0,656559,65655910
1046859.0,246626,24662610
275695.0,577081,57708170
1042187.0,125961,12596110
1030487.0,69364J,69364J10
840997.0,034638,03463810
36672.0,06605R,06605R10
12654.0,093644,09364410
927653.0,581556,58155610
1020359.0,47102P,47102P10
881787.0,22757R,22757R10
1011835.0,685924,68592410
870755.0,232564,23256410
1044100.0,963505,96350510
930667.0,92923H,92923H60
763098.0,220256,22025610
812446.0,682400,68240010
316905.0,764556,76455610
717754.0,457469,45746920
919563.0,61980K,61980K10
1029448.0,696368,69636810
22626.0,202904,20290410
1046207.0,421980,42198010
1045450.0,29380T,29380T10
820675.0,811198,81119810
1012697.0,457660,45766010
913061.0,913155,91315510
909727.0,344163,34416310
40703.0,370307,37030710
925645.0,862450,862450
65172.0,590672,59067210
1014552.0,23333L,23333L10
3845.0,01903Q,01903Q10
62765.0,885000,885000
355271.0,125156,12515620
319204.0,550553,55055340
47129.0,428040,42804010
946661.0,786452,78645210
750556.0,339280,33928010
106413.0,12490K,12490K10
1048486.0,429879,42987910
26093.0,36933P,36933P10
935937.0,G87615,G8761510
929700.0,715680,71568010
783319.0,866925,86692510
740126.0,302846,30284630
875459.0,698106,69810610
1035881.0,652907,65290710
1048420.0,92765K,92765K10
107833.0,92931B,92931B10
914242.0,879378,87937820
822039.0,M46544,M4654410
872901.0,476909,47690910
887936.0,345518,34551810
813749.0,319966,31996610
70858.0,638585,63858510
26938.0,237415,23741510
1041840.0,M47298,M4729810
852015.0,024010,02401030
890685.0,71940R,71940R30
852450.0,317922,31792230
879360.0,378937,37893710
1027974.0,695112,69511220
874499.0,92931K,92931K40
1040969.0,22003R,22003R10
734815.0,450912,45091210
1027430.0,19564H,19564H10
1037017.0,25608A,25608A10
1481218.0,57628T,57628T10
1307969.0,46589H,46589H10
1432353.0,37950E,37950E22
1070412.0,266043,26604354
1570318.0,184691,184691
1423746.0,61174Q,61174Q20
1414043.0,451733,45173320
1559754.0,98212D,98212D30
1474558.0,48238M,48238M20
1638381.0,M53644,M5364410
779956.0,31188E,31188E10
894315.0,180343,18034318
1504747.0,870808,87080810
1497572.0,63009Q,63009Q10
351817.0,974400,974400
1407190.0,92763A,92763A10
1448597.0,12021A,12021A10
1409253.0,65670R,65670R10
1100663.0,122523,122523
36506.0,658788,65878810
1511735.0,98484T,98484T10
1510337.0,33737J,33737J23
63276.0,324228,32422804
1424455.0,76676T,76676T10
1172631.0,83417A,83417A
1531737.0,45672H,45672H10
1458891.0,255001,25500122
1333563.0,345196,34519620
1479488.0,649172,64917210
1162896.0,97751C,97751C10
1136869.0,100920,10092048
1012139.0,154532,15453261
1596783.0,129228,12922825
1083672.0,05644R,05644R20
1046859.0,75971M,75971M10
1289850.0,515074,515074
1365662.0,332690,332690
1452477.0,74965J,74965J20
1058330.0,85256R,85256R10
1370816.0,30250C,30250C20
1544116.0,26658A,26658A10
1031188.0,385219,38521997
1393463.0,233078,23307830
1484931.0,399807,39980720
1388295.0,94770p,94770p10
1419242.0,126208,12620841
1059386.0,46131H,46131H80
1308137.0,09250Y,09250Y20
1290506.0,27888A,27888A10
1287865.0,153714,15371409
1038621.0,557808,55780810
38074.0,131489,13148903
811240.0,909111,90911108
1420035.0,G35536,G3553612
876437.0,163631,16363163
1514682.0,81661A,81661A50
1393463.0,252802,25280272
1544229.0,801535,801535
1171838.0,471905,47190520
920707.0,56086P,56086P20
1100663.0,715300,715300
1080602.0,66989U,66989U10
1122063.0,073578,07357810
1094038.0,876033,87603310
1453593.0,05644R,05644R10
1085280.0,164678,16467830
1418862.0,497219,49721910
1024519.0,N20935,N2093520
1288992.0,278279,27827970
1477032.0,74348X,74348X10
1137360.0,150267,150267
1286799.0,92346R,92346R10
1524025.0,516809,516809
101778.0,730133,73013359
1020646.0,26884K,26884K20
1378872.0,73937B,73937B66
1351765.0,836301,83630110
729580.0,963185,963185
1067428.0,186990,18699083
1038683.0,709989,70998952
1070412.0,158134,15813436
102426.0,101507,10150720
898659.0,61745P,61745P49
1322734.0,00765H,00765H10
1365135.0,332906,33290675
1417754.0,G25783,G2578310
1243429.0,03938L,03938L10
1277859.0,459357,45935710
1429693.0,55610W,55610W10
77551.0,15100E,15100E10
1382805.0,364664,36466401
1393614.0,491665,49166510
880893.0,920928,92092820
1099219.0,403994,40399479
49196.0,346225,34622524
1227073.0,30024Y,30024Y20
1174610.0,74347X,74347X84
1163792.0,957664,95766420
1137885.0,67070V,67070V20
845072.0,350874,350874
1443242.0,097316,09731610
1434621.0,038430,03843022
1411825.0,65487R,65487R30
50104.0,128748,12874826
1370314.0,258598,25859810
856226.0,67062R,67062R20
797871.0,837841,83784110
1347815.0,G3529T,G3529T10
1418255.0,055637,05563710
1434017.0,188720,188720
1232863.0,09255F,09255F20
890196.0,09254F,09254F20
912890.0,881448,88144820
1094019.0,652526,65252610
1410711.0,16936C,16936C10
1416569.0,G21176,G2117630
356080.0,805551,80555105
844790.0,746823,74682320
876982.0,61745P,61745P64
1070181.0,799560,79956010
1023024.0,03152W,03152W10
29806.0,21036U,21036U20
1179126.0,81119Q,81119Q20
1479920.0,G86975,G8697515
885125.0,61745P,61745P67
1431074.0,084080,08408010
862313.0,67062U,67062U20
1076939.0,830884,83088410
1379384.0,092508,09250820
1135906.0,20010A,20010A10
1235511.0,55266X,55266X20
1187520.0,24823A,24823A20
1210123.0,30023Y,30023Y20
1196876.0,27828L,27828L20
1123871.0,040049,04004910
1175445.0,42013J,42013J10
898618.0,61745P,61745P59
1425355.0,73086A,73086A10
1396278.0,M848K1,M848K109
872064.0,670973,67097320
1175029.0,662585,66258510
817979.0,004398,00439810
1032863.0,345203,34520320
1118037.0,576801,57680130
1299139.0,67461T,67461T20
883265.0,920931,92093120
1100748.0,18450X,18450X10
1106838.0,15930P,15930P20
1429694.0,55610T,55610T10
1045742.0,538144,53814410
36966.0,104152,10415267
1391461.0,007639,00763920
897424.0,67061Q,67061Q20
912022.0,92112M,92112M20
1392577.0,81634a,81634a10
1161070.0,67071T,67071T20
870778.0,670971,67097120
877463.0,920919,92091920
835948.0,09253R,09253R20
884909.0,437080,43708010
1323531.0,560305,560305
1377013.0,173341,17334190
1176196.0,09249S,09249S20
880161.0,61745P,61745P84
1087787.0,67070E,67070E20
1051251.0,46612H,46612H40
845072.0,705221,705221
897427.0,67101W,67101W30
882153.0,09254R,09254R20
1177218.0,67071Y,67071Y20
1177214.0,67072A,67072A20
1178840.0,64123C,64123C20
1219120.0,00764C,00764C20
1169028.0,09249K,09249K20
1199004.0,31423P,31423P20
1433309.0,G4161R,G4161R10
880892.0,920929,92092920
879819.0,670986,67098620
1086745.0,92931L,92931L10
