cik,cusip6,cusip8
833376.0,867833,86783360
82536.0,756268,75626810
110985.0,250300,250300
314733.0,44107P,44107P10
3453.0,014482,01448210
850218.0,164126,16412610
1050167.0,37934A,37934A10
840402.0,397637,39763710
1136808.0,268780,26878010
1021162.0,466000,466000
814677.0,69341L,69341L20
908262.0,17252T,17252T10
78100.0,693304,69330480
845072.0,705221,70522110
927790.0,315200,315200
811669.0,902911,90291110
276283.0,775000,775000
732152.0,748372,74837220
886142.0,812000,812000
880224.0,460919,460919
1013787.0,744600,744600
1004155.0,001204,00120410
782819.0,775102,775102
20.0,138700,138700
908440.0,565011,56501110
80737.0,039581,03958110
101778.0,902905,90290582
783738.0,379338,37933820
829676.0,67019U,67019U10
931584.0,494900,494900
101990.0,90467L,90467L10
1022703.0,592800,592800
1028336.0,31604Q,31604Q10
1010086.0,928428,92842820
805268.0,100534,10053410
315126.0,020147,02014733
1092458.0,896882,89688210
1049258.0,020143,02014338
937248.0,738905,73890540
764401.0,544661,544661
883697.0,04268Q,04268Q10
764867.0,221500,221500
1027108.0,45839Y,45839Y10
84278.0,769841,76984110
1081015.0,65332K,65332K10
24104.0,211615,21161520
884498.0,00089C,00089C10
49401.0,220700,220700
93556.0,854616,85461610
912564.0,828805,82880510
1045598.0,020136,02013664
925178.0,756850,756850
1077370.0,45809K,45809K10
1119744.0,M97540,M9754010
36995.0,337358,33735860
887497.0,290600,290600
831327.0,452835,45283510
811828.0,049156,04915610
39917.0,304142,304142
1056288.0,532791,53279110
850519.0,83546Q,83546Q10
1013626.0,592675,59267590
1002628.0,753900,753900
807877.0,706050,706050
893430.0,360000,360000
1085763.0,020164,02016490
851478.0,458500,458500
1046995.0,29076N,29076N10
90896.0,569500,569500
88790.0,406200,406200
1096300.0,M45919,M4591910
719483.0,871566,87156610
919805.0,455450,455450
72127.0,629050,62905020
1052124.0,89612A,89612A10
1039151.0,648800,648800
1067056.0,25301P,25301P10
1053584.0,554225,55422510
805020.0,477100,477100
846615.0,46624M,46624M10
888918.0,640000,640000
1042431.0,46114T,46114T10
82267.0,755111,75511150
1090403.0,422211,42221110
883741.0,750091,75009110
1013243.0,00252w,00252w10
225569.0,031909,03190910
891285.0,404429,40442910
910492.0,315921,31592110
788509.0,652487,65248770
912958.0,020164,02016486
1020579.0,971900,971900
729580.0,189400,189400
792977.0,463600,463600
10329.0,955375,955375
1091893.0,83169C,83169C10
1119744.0,M97540,M9754013
1045632.0,879946,87994630
921183.0,342150,342150
867241.0,203434,20343410
708821.0,647200,647200
93319.0,990508,990508
911149.0,59479Q,59479Q10
897723.0,783890,78389010
1015441.0,053495,05349530
921559.0,240000,240000
103884.0,462700,462700
844965.0,943112,94311218
913781.0,447050,447050
822043.0,579489,57948910
783763.0,293978,29397830
99070.0,893526,89352610
783005.0,225000,225000
835688.0,020143,02014339
863614.0,204449,20444930
1089642.0,902795,90279591
1079406.0,091791,09179110
1100790.0,110793,11079330
1095858.0,11776S,11776S10
816159.0,536709,536709
747605.0,923351,92335110
1098432.0,55024L,55024L10
1133223.0,059690,05969010
1157972.0,23325G,23325G10
948263.0,37517M,37517M10
356841.0,550600,550600
1032346.0,020147,02014723
1003196.0,073320,07332010
1042561.0,21887F,21887F10
356446.0,547190,547190
828803.0,880198,88019810
710807.0,445856,445856
1089953.0,75040Q,75040Q10
897075.0,98975L,98975L10
1014920.0,683973,68397310
1023993.0,172862,17286230
1135431.0,35803U,35803U10
357108.0,463664,46366450
863815.0,294040,29404010
885566.0,421900,421900
943893.0,704805,704805
949039.0,25271C,25271C10
819220.0,188550,188550
30822.0,404538,404538
890541.0,020685,02068578
716314.0,110750,110750
1023977.0,020147,02014755
918653.0,332600,332600
1053924.0,594000,594000
1003932.0,554000,554000
853971.0,552185,552185
1095616.0,47214R,47214R15
917321.0,507400,507400
18061.0,749250,749250
1023748.0,630510,630510
876645.0,717133,71713310
1035146.0,460915,46091520
1047073.0,619907,61990710
1010819.0,739276,73927610
745788.0,868827,86882710
93451.0,615215,615215
891098.0,858907,85890710
1041122.0,685932,68593210
874710.0,562000,562000
1014925.0,576561,57656110
895810.0,74156D,74156D10
87196.0,333900,333900
1014838.0,002053,00205390
724024.0,231800,231800
88121.0,106810,106810
1018920.0,172529,172529
108079.0,977865,97786510
799166.0,197499,197499
893741.0,358032,35803210
899444.0,45246K,45246K10
48638.0,441560,44156010
1113256.0,59000G,59000G10
915866.0,629248,62924810
750901.0,311300,311300
1019285.0,868365,86836510
26780.0,235811,23581110
17385.0,140640,14064010
1050080.0,92904N,92904N10
854418.0,51506S,51506S10
923978.0,212546,21254610
1116086.0,640506,64050610
1089026.0,92553R,92553R10
25191.0,222372,22237210
929775.0,875927,87592720
821026.0,375247,375247
947263.0,891160,89116010
914627.0,42219T,42219T10
1037737.0,749077,74907710
1063438.0,952698,95269810
1084145.0,751567,75156710
830158.0,657500,657500
1043533.0,591689,59168910
1113172.0,20441W,20441W20
1051859.0,325300,325300
39311.0,555907,555907
925524.0,356900,356900
918580.0,38388F,38388F10
911644.0,22764E,22764E10
9534.0,582500,582500
906337.0,744290,74429030
1038271.0,556466,55646610
14637.0,212454,212454
895921.0,073309,07330910
888228.0,494550,49455010
66740.0,604059,60405910
922812.0,026651,02665110
1087955.0,928552,92855210
1073773.0,449592,44959210
1091883.0,17273k,17273k10
940947.0,60466E,60466E10
109312.0,989506,98950610
1138234.0,00209A,00209A10
1129155.0,568427,56842710
912926.0,36150A,36150A10
1123844.0,89420V,89420V10
897802.0,45809F,45809F10
858558.0,760391,76039110
718916.0,121579,12157910
789460.0,902970,902970
72418.0,981900,981900
1013609.0,674400,674400
1013786.0,925250,925250
1012159.0,588217,588217
1088033.0,74834T,74834T10
734198.0,22160K,22160K10
56701.0,213800,213800
920592.0,638539,63853988
1111789.0,92553W,92553W10
1000787.0,456600,456600
1002022.0,45767E,45767E30
1091748.0,G73018,G7301810
726608.0,40701P,40701P10
828119.0,8834A1,8834A108
82536.0,857396,857396
1104901.0,711051,71105110
753557.0,501792,50179211
96988.0,419900,419900
909955.0,358751,35875110
850460.0,808900,808900
1065215.0,149841,14984110
71745.0,420817,420817
1042351.0,642300,642300
1031296.0,943112,94311218
1098462.0,020147,02014768
22626.0,203004,20300410
1013606.0,687273,687273
714540.0,553412,55341220
1011657.0,888339,88833910
7694.0,044204,04420410
60849.0,410400,410400
1013706.0,64353J,64353J10
1089717.0,46113Q,46113Q10
806085.0,028913,02891310
916530.0,294703,29470310
766430.0,030137,03013710
749420.0,235204,23520410
1002910.0,023608,02360810
786344.0,363127,36312710
1109551.0,709776,70977610
878079.0,944100,944100
1036260.0,439902,43990210
1069476.0,29381A,29381A10
1061202.0,734150,734150
1142701.0,911268,91126810
1006835.0,826170,82617010
753308.0,302571,30257110
1047334.0,635905,63590510
937248.0,738905,73890596
785956.0,741600,741600
727273.0,127537,12753710
898438.0,093210,09321010
29669.0,943112,94311218
886125.0,013904,01390430
1141185.0,943112,94311218
1085392.0,745310,74531010
879357.0,51827Q,51827Q10
42542.0,382388,38238810
932631.0,68859Q,68859Q10
1106774.0,894699,89469910
1024148.0,055262,05526250
868784.0,09247P,09247P10
1094335.0,64122W,64122W10
1011738.0,683709,68370910
855237.0,336100,33610010
1075046.0,897329,89732910
887403.0,234053,23405310
933136.0,939322,93932287
820478.0,616911,61691110
909298.0,595232,59523210
1007021.0,980903,98090310
899881.0,743410,74341010
927971.0,063671,06367110
95676.0,103700,103700
920354.0,55347W,55347W10
1029281.0,951300,951300
948545.0,87426R,87426R10
39547.0,591695,59169510
888504.0,994600,994600
752692.0,324900,324900
945506.0,524636,52463610
906609.0,617358,61735810
912958.0,020147,02014758
784721.0,038019,03801980
893227.0,902106,90210610
1126136.0,020164,02016462
1088024.0,74341U,74341U10
1065310.0,74955W,74955W30
913949.0,556100,55610010
902541.0,589433,58943310
741559.0,201300,201300
895649.0,783939,78393990
904977.0,893895,89389520
1016439.0,45816A,45816A10
787253.0,387000,387000
1129847.0,31868F,31868F10
1030487.0,512600,512600
353394.0,808626,80862699
316028.0,490560,49056020
923282.0,36866W,36866W10
1037417.0,020164,02016455
1027280.0,306763,30676310
102752.0,540649,54064926
96763.0,878555,87855510
821538.0,900902,90090210
55529.0,153200,153200
1054588.0,540423,54042310
69680.0,484200,484200
818105.0,846330,84633010
202375.0,603400,603400
23055.0,359192,359192
1040799.0,350891,35089110
1089819.0,12561W,12561W10
928022.0,127097,12709710
1009302.0,P36209,P3620910
912393.0,161726,16172610
1102957.0,N43961,N4396110
847322.0,226603,22660310
27119.0,468100,468100
99982.0,151408,15140810
1051286.0,292907,29290710
1158019.0,808649,80864910
806168.0,311900,311900
92679.0,529400,529400
1065152.0,040026,04002610
1059786.0,604567,60456720
1125633.0,06652W,06652W10
891288.0,232808,23280810
849433.0,036384,03638410
718924.0,846396,84639610
878314.0,943112,94311218
1066806.0,208251,20825150
1001462.0,020164,02016450
1068049.0,457661,45766110
819939.0,364700,364700
1136645.0,379391,37939110
891164.0,87234T,87234T10
1020716.0,745887,74588710
902791.0,361500,361500
1042185.0,926734,92673410
778718.0,911600,911600
1010247.0,302563,30256310
854937.0,742893,74289350
106498.0,961548,96154810
1109345.0,020143,02014333
27751.0,452681,452681
84278.0,819799,819799
1075247.0,16936Q,16936Q
96294.0,873800,873800
54441.0,484173,48417310
1013761.0,00817Y,00817Y10
49938.0,020164,02016488
1095920.0,059290,05929090
903571.0,38199T,38199T10
67494.0,493375,493375
1011296.0,015600,01560010
765414.0,447300,447300
1038368.0,418400,418400
98544.0,373300,373300
1062441.0,709668,70966810
203527.0,92220P,92220P10
741696.0,700500,700500
203248.0,844028,84402810
353191.0,66304m,66304m10
745274.0,624300,624300
1113099.0,368709,36870910
60876.0,492500,492500
1002517.0,80603P,80603P10
104030.0,929794,92979410
352825.0,801600,801600
100378.0,213500,213500
41052.0,843082,843082
1076914.0,24688Q,24688Q10
1100395.0,02365B,02365B10
9263.0,479914,479914
814675.0,531600,531600
1104771.0,68213L,68213L10
1065869.0,762430,76243020
1081661.0,27784T,27784T10
225569.0,532600,532600
95301.0,363200,363200
928908.0,493100,493100
797315.0,275200,275200
773730.0,494351,494351
98537.0,347350,347350
1087831.0,746144,74614410
1073508.0,86074Q,86074Q10
26076.0,511800,511800
1027662.0,020147,02014734
350750.0,638200,638200
835405.0,731805,73180510
69633.0,295650,295650
1047202.0,374276,37427610
909724.0,522126,52212610
799721.0,G73018,G7301810
20388.0,125577,12557710
1098834.0,30744P,30744P10
110740.0,186000,186000
1068892.0,110448,11044810
1002178.0,636650,636650
1057217.0,69900R,69900R10
71525.0,092828,09282810
16875.0,135923,13592310
1057007.0,444128,44412810
867490.0,274100,274100
73609.0,873460,873460
757597.0,293978,29397860
854860.0,969465,969465
1100441.0,001084,00108410
949876.0,65715D,65715D10
1086757.0,105651,10565110
1129929.0,020164,02016472
30302.0,370800,370800
1144967.0,020164,02016449
854093.0,760600,760600
1043309.0,G84951,G8495110
929037.0,279434,27943410
1111492.0,053017,05301793
892793.0,388690,38869010
932470.0,879273,87927320
1051209.0,480000,480000
1045956.0,037564,03756410
1014111.0,943112,94311218
791050.0,71940B,71940B10
87744.0,783890,78389010
275110.0,067383,06738310
949577.0,044902,04490210
882596.0,21238A,21238A92
870517.0,55262L,55262L10
718007.0,603300,603300
771790.0,881400,881400
1040445.0,053790,05379010
875359.0,896300,896300
77371.0,165869,165869
903167.0,316850,31685010
912241.0,59862K,59862K10
726617.0,120084,12008410
353191.0,66304M,66304M10
1076682.0,207853,20785310
946154.0,492061,49206110
904541.0,254590,25459010
50601.0,960100,960100
1054836.0,M47095,M4709510
703799.0,925817,92581710
778423.0,041560,04156010
52971.0,472672,472672
719447.0,421514,421514
1106952.0,020147,02014787
806085.0,738905,73890540
884621.0,206784,20678410
1107211.0,793897,79389710
875809.0,879278,87927820
1072483.0,803069,80306990
7645.0,002050,00205010
732926.0,594972,59497210
924140.0,578200,578200
95986.0,871599,87159910
878351.0,040112,04011210
889992.0,68749B,68749B10
856200.0,483059,48305910
55135.0,488152,48815230
719241.0,208464,20846410
350868.0,676065,67606520
1062421.0,87925Y,87925Y20
1114039.0,066849,06684910
1113423.0,020147,02014762
885694.0,234525,234525
1006030.0,590920,590920
62741.0,571834,57183410
93859.0,209798,20979810
895456.0,312900,312900
710976.0,567800,567800
918646.0,15231R,15231R10
821572.0,986001,98600110
919898.0,21923Y,21923Y10
1002907.0,937262,93726210
78966.0,175700,175700
913590.0,150925,15092510
47254.0,895906,89590610
919568.0,25429Q,25429Q10
13573.0,251647,251647
24104.0,211615,21161530
947156.0,G80550,G8055010
806085.0,76115Q,76115Q10
943605.0,836151,83615120
751365.0,894400,894400
918251.0,341700,341700
945489.0,740198,740198
837290.0,835186,835186
832092.0,137389,13738930
703604.0,672550,672550
913201.0,616400,616400
764960.0,917800,917800
810536.0,943112,94311218
88974.0,817265,81726510
1072546.0,413801,41380110
745614.0,486924,486924
76174.0,69911G,69911G10
795665.0,591097,59109710
701985.0,532716,53271610
875986.0,219040,219040
313716.0,662800,662800
927456.0,14166W,14166W10
807524.0,651633,65163310
925261.0,29081P,29081P20
1038237.0,463600,463600
778423.0,03070D,03070D10
800286.0,531050,531050
32272.0,501810,50181010
319459.0,605109,60510910
934448.0,125708,12570810
847322.0,226603,22660350
1006424.0,199200,199200
719483.0,592200,592200
32020.0,620200,620200
1071321.0,900111,90011120
887207.0,904000,90400010
719529.0,452528,45252810
911359.0,71645N,71645N10
811930.0,594079,59407910
351717.0,405908,405908
731947.0,502624,502624
824803.0,03760A,03760A10
1107683.0,92658X,92658X10
837339.0,677717,677717
913292.0,151845,15184510
1076770.0,169370,16937090
1056286.0,431800,431800
856386.0,466924,466924
1101680.0,87967E,87967E10
310158.0,806605,80660510
94344.0,856900,856900
1025682.0,71654V,71654V10
1036075.0,64352D,64352D10
356130.0,608500,608500
856465.0,800900,800900
320186.0,397888,39788810
880984.0,523000,523000
37032.0,337477,33747710
1137154.0,484173,48417310
34136.0,349081,349081
96793.0,259629,259629
1013351.0,57772M,57772M10
896397.0,833725,833725
314346.0,078107,07810710
912295.0,449900,449900
46640.0,423074,42307410
815097.0,143658,14365810
1043604.0,481905,48190550
1084103.0,64120V,64120V10
895361.0,020147,02014739
921500.0,943112,94311218
809708.0,880190,88019010
866213.0,879403,87940378
726513.0,896047,89604710
1088570.0,12500B,12500B10
1026266.0,020164,02016456
914712.0,125750,12575010
1071170.0,423325,42332595
1063257.0,45768F,45768F10
807873.0,825846,82584610
904979.0,896100,896100
71023.0,640376,64037610
829092.0,751641,75164110
351483.0,001900,00190091
743316.0,943112,94311218
750443.0,053332,05333210
314661.0,50419U,50419U20
1052547.0,925314,92531410
1016838.0,M81865,M8186510
749254.0,441300,441300
1034088.0,278856,27885610
849895.0,372449,37244910
84246.0,574447,574447
1015820.0,020164,02016494
847431.0,628400,628400
1141185.0,404297,40429710
837913.0,372461,37246110
806637.0,682311,68231110
929428.0,67622M,67622M10
82788.0,313342,313342
101778.0,943112,94311218
883670.0,943112,94311218
854271.0,55972F,55972F20
1053384.0,37243R,37243R20
1100389.0,696642,69664210
917524.0,874918,87491810
822662.0,316320,31632010
1068963.0,894185,89418510
353650.0,560421,56042104
911577.0,854910,85491020
1046832.0,75086X,75086X10
5103.0,026351,02635110
789460.0,44979N,44979N10
717954.0,784350,784350
830750.0,520700,520700
885533.0,28659M,28659M10
890229.0,879287,87928730
777001.0,073902,07390210
32312.0,268650,26865010
787075.0,764600,764600
1065823.0,33582N,33582N10
833847.0,29379K,29379K10
920317.0,30266P,30266P10
74928.0,686264,68626420
1074771.0,89579K,89579K
930667.0,92923H,92923H79
50471.0,03073A,03073A10
1039280.0,64115A,64115A10
1052781.0,67019C,67019C10
1026115.0,81617E,81617E20
1000366.0,59133P,59133P10
69733.0,632347,63234710
831972.0,85568W,85568W10
1093984.0,55261E,55261E10
105532.0,949476,94947610
915324.0,87970T,87970T10
946855.0,053605,05360510
14637.0,115223,11522310
797655.0,411352,41135240
107294.0,969493,96949320
932021.0,378949,37894910
879898.0,280599,28059910
1052100.0,930059,93005920
1093989.0,55261E,55261E10
930667.0,92923H,92923H88
1081374.0,55261E,55261E10
54502.0,482620,48262010
819527.0,363175,363175
55742.0,494125,49412570
942789.0,920348,92034810
918275.0,488035,48803510
802806.0,195800,195800
878556.0,584028,58402810
314661.0,801209,80120920
727621.0,367339,36733910
1024096.0,057630,05763010
745655.0,458441,45844130
74931.0,686268,68626810
1081372.0,55261E,55261E10
1010837.0,708904,70890410
1005900.0,256601,25660120
1081369.0,254346,25434610
907069.0,90330N,90330N10
899782.0,67060Q,67060Q
845048.0,395735,39573520
853022.0,770491,77049110
791718.0,374143,37414310
1093982.0,55261E,55261E10
318291.0,457349,45734910
1093988.0,55261E,55261E10
948069.0,602850,602850
67686.0,611662,61166230
929994.0,422550,42255001
790228.0,847461,84746110
1052327.0,045927,04592710
915910.0,290382,29038210
1084870.0,55261E,55261E10
1035977.0,981500,98150010
1033643.0,67574M,67574M10
1034992.0,685928,68592810
1052489.0,024490,02449010
1081376.0,55261E,55261E10
1081661.0,560311,56031110
41017.0,479368,47936810
1017156.0,857875,85787510
928753.0,762922,762922
1002276.0,20009P,20009P10
855352.0,693293,69329350
857470.0,517919,51791910
94601.0,861572,86157210
922717.0,90329W,90329W30
1068144.0,641234,64123410
903954.0,147448,14744810
1023966.0,464895,46489510
791050.0,812572,81257210
819632.0,763408,76340810
1068132.0,281107,281107
756764.0,495667,49566710
1071173.0,048277,04827710
930667.0,92923H,92923H86
829269.0,655260,65526010
886138.0,64120N,64120N10
1056239.0,502424,502424
743475.0,900273,90027310
918541.0,629305,62930510
1081370.0,64116H,64116H10
819334.0,131730,13173010
1061571.0,Y6476W,Y6476W10
1070289.0,868828,86882810
1093990.0,55261E,55261E10
1069201.0,87155Q,87155Q20
850629.0,33763t,33763t10
25305.0,249737,249737
1066119.0,87952K,87952K10
1024787.0,360350,360350
1001113.0,4491M1,4491M104
79326.0,151313,15131310
744187.0,761224,76122410
